Date,Activity,Activity type,Unit,Amount executed
2025-11-06,Ballast,Railway,m3,4526.795864206286
2025-12-06,Ballast,Railway,m3,1023.2241474066394
2025-08-28,Coat preparation,Road,L,540.2735922407659
2025-03-07,Walling,Building,m2,2484.891550063843
2025-01-23,Laying steel rail,Railway,m,3884.257732805364
2025-04-14,Foundation pouring,Building,m3,2043.1671446213106
2025-02-22,Laying steel rail,Railway,m,3103.614489852265
2025-02-19,Removing trees,Building,m2,108.57281856213929
2025-01-19,Terrain leveling,Building,m3,2671.281285710827
2025-03-25,Anchorage,Railway,m2,1357.3692363002472
2025-06-01,Terrain leveling,Building,m3,2148.788996864313
2025-03-28,Iron mining,Railway,m3,713.3265990804899
2025-03-31,Terrain leveling,Building,m3,2228.212222024292
2025-08-18,Walling,Building,m2,87.26928563594805
2025-01-09,Foundation pouring,Building,m3,3287.8454486849123
2025-08-31,Foundation pouring,Building,m3,606.0149070260152
2025-11-01,Walling,Building,m2,4236.257759775945
2025-08-04,Terrain leveling,Building,m3,4636.1703921806275
2025-12-19,Walling,Building,m2,410.30413339348036
2025-03-14,Iron mining,Railway,m3,3917.084278888875
2025-03-21,Subbase application,Road,m2,2613.609872111786
2025-03-27,Pavement,Road,m2,190.9751025723544
2025-02-06,Cement making,Building,m3,623.8303039406634
2025-05-20,Coat preparation,Road,L,3721.112380592106
2025-07-06,Iron mining,Railway,m3,2609.7919919861597
2025-10-29,Iron mining,Railway,m3,369.5549534477566
2025-06-07,Subbase application,Road,m2,443.04387492896393
2025-08-27,Coat preparation,Road,L,4547.35808401635
2025-07-21,Removing trees,Building,m2,4281.305886051346
2025-03-26,Removing trees,Building,m2,2419.730494184565
2025-03-19,Terrain leveling,Building,m3,4572.136174455189
2025-04-13,Foundation pouring,Building,m3,1548.1083507049786
2025-10-17,Coat preparation,Road,L,661.5340931078279
2025-11-20,Terrain leveling,Building,m3,466.6568250575548
2025-06-18,Rolling/Tractor,Road,m2,1991.22609446103
2025-04-18,Subbase application,Road,m2,3042.8068574776644
2025-03-20,Ballast,Railway,m3,786.4909927719077
2025-12-12,Removing trees,Building,m2,364.98041602207434
2025-05-29,Ballast,Railway,m3,1639.3930246351883
2025-01-12,Subbase application,Road,m2,74.89962788049309
2025-09-13,Terrain leveling,Building,m3,4305.39306793964
2025-01-28,Laying steel rail,Railway,m,3740.454499579114
2025-05-15,Terrain leveling,Building,m3,1789.0818253997854
2025-10-16,Iron mining,Railway,m3,4006.0217304989264
2025-02-18,Coat preparation,Road,L,2691.1575588380215
2025-06-27,Rolling/Tractor,Road,m2,802.7681131705743
2025-06-15,Laying steel rail,Railway,m,3227.08586940136
2025-06-08,Iron mining,Railway,m3,1028.6017766362188
2025-11-23,Anchorage,Railway,m2,2070.8164232374593
2025-07-18,Coat preparation,Road,L,1477.1672900345789
2025-11-08,Subbase application,Road,m2,1596.5674273995166
2025-01-31,Iron mining,Railway,m3,803.149630542812
2025-09-02,Anchorage,Railway,m2,4419.467943205226
2025-10-06,Anchorage,Railway,m2,2337.014041489426
2025-05-26,Laying steel rail,Railway,m,3712.5859652178497
2025-04-20,Terrain leveling,Building,m3,220.44246922257204
2025-11-13,Pavement,Road,m2,2303.7710227950924
2025-08-12,Foundation pouring,Building,m3,2722.7527512328957
2025-10-03,Terrain leveling,Building,m3,1340.3626305862888
2025-02-06,Subbase application,Road,m2,2551.5177359867016
2025-06-11,Subbase application,Road,m2,2522.1195129735647
2025-10-06,Removing trees,Building,m2,2304.818841727708
2025-09-02,Cement making,Building,m3,3821.0136402848216
2025-11-16,Laying steel rail,Railway,m,1979.8273395550868
2025-07-28,Ballast,Railway,m3,868.5163759245729
2025-08-10,Coat preparation,Road,L,4188.8511906615395
2025-07-01,Removing trees,Building,m2,3043.7479028896296
2025-04-23,Iron mining,Railway,m3,3710.101858821596
2025-03-13,Subbase application,Road,m2,3845.8009802160054
2025-10-10,Iron mining,Railway,m3,2471.133929963309
2025-08-04,Iron mining,Railway,m3,596.5281178062415
2025-05-21,Pavement,Road,m2,517.4217378108053
2025-04-27,Removing trees,Building,m2,3471.2656620253083
2025-04-28,Iron mining,Railway,m3,930.5187927842329
2025-02-15,Pavement,Road,m2,2478.954454793958
2025-08-16,Foundation pouring,Building,m3,2737.6826494357724
2025-10-08,Subbase application,Road,m2,3353.830715271467
2025-10-30,Cement making,Building,m3,290.14418050561875
2025-04-08,Coat preparation,Road,L,1531.6372461798194
2025-03-29,Pavement,Road,m2,307.09307137694594
2025-02-09,Terrain leveling,Building,m3,2976.827353866303
2025-04-07,Cement making,Building,m3,198.09440099198994
2025-02-20,Removing trees,Building,m2,1725.5821516028136
2025-06-25,Anchorage,Railway,m2,2533.5337596909953
2025-05-18,Removing trees,Building,m2,2594.075533628254
2025-09-10,Removing trees,Building,m2,3760.7043648082176
2025-03-10,Subbase application,Road,m2,1663.1211116638056
2025-01-10,Walling,Building,m2,3826.5553817284076
2025-09-06,Removing trees,Building,m2,3339.321885454044
2025-04-20,Coat preparation,Road,L,2115.543380953553
2025-07-08,Terrain leveling,Building,m3,2068.6771201625324
2025-03-14,Iron mining,Railway,m3,1625.4855230791359
2025-08-07,Pavement,Road,m2,1060.2387118895401
2025-01-20,Removing trees,Building,m2,4153.175945947606
2025-02-02,Iron mining,Railway,m3,3693.1624846204872
2025-04-26,Laying steel rail,Railway,m,1246.562742820298
2025-12-21,Ballast,Railway,m3,3018.06656238638
2025-05-14,Ballast,Railway,m3,2087.6218587261133
2025-08-10,Removing trees,Building,m2,2920.063984862304
2025-12-01,Rolling/Tractor,Road,m2,1320.2079528908932
2025-12-13,Laying steel rail,Railway,m,3942.6150966473415
2025-10-14,Walling,Building,m2,2135.0055569382375
2025-11-01,Ballast,Railway,m3,2444.279453248489
2025-11-20,Subbase application,Road,m2,2908.4929443075425
2025-09-19,Anchorage,Railway,m2,1999.7227507830546
2025-04-29,Coat preparation,Road,L,1088.2062847414104
2025-10-07,Foundation pouring,Building,m3,3696.526717778514
2025-09-20,Removing trees,Building,m2,280.55635641413
2025-11-21,Cement making,Building,m3,1014.4038126430793
2025-06-19,Foundation pouring,Building,m3,4072.3908311173273
2025-06-04,Terrain leveling,Building,m3,1206.652562604371
2025-12-04,Removing trees,Building,m2,1680.1663687971302
2025-06-10,Rolling/Tractor,Road,m2,2797.799101486769
2025-03-13,Pavement,Road,m2,1232.1306111997176
2025-12-26,Cement making,Building,m3,1838.4306908474346
2025-09-12,Coat preparation,Road,L,4244.82392488707
2025-07-24,Foundation pouring,Building,m3,2649.675204695359
2025-06-09,Removing trees,Building,m2,1535.375397157434
2025-04-14,Rolling/Tractor,Road,m2,3786.4406579856413
2025-04-04,Pavement,Road,m2,3529.7432028256776
2025-01-31,Foundation pouring,Building,m3,2050.6041378202767
2025-04-13,Iron mining,Railway,m3,282.875847722292
2025-11-16,Anchorage,Railway,m2,1402.3812932915753
2025-02-19,Cement making,Building,m3,4852.745230523227
2025-09-23,Cement making,Building,m3,219.08315307241799
2025-03-08,Pavement,Road,m2,3283.7184461699685
2025-08-07,Rolling/Tractor,Road,m2,2313.6795013621113
2025-10-04,Pavement,Road,m2,907.5430339511059
2025-12-01,Terrain leveling,Building,m3,588.7428204101502
2025-12-10,Foundation pouring,Building,m3,4998.455139611567
2025-08-30,Terrain leveling,Building,m3,2911.5104728379515
2025-01-08,Iron mining,Railway,m3,2793.0927924120388
2025-08-25,Anchorage,Railway,m2,4359.418763490536
2025-10-10,Ballast,Railway,m3,260.8819128034251
2025-04-07,Subbase application,Road,m2,2118.35672662836
2025-06-08,Anchorage,Railway,m2,4775.631053985294
2025-08-16,Iron mining,Railway,m3,1093.250082086602
2025-01-25,Anchorage,Railway,m2,4467.839021810957
2025-03-02,Iron mining,Railway,m3,1396.9882403342222
2025-07-25,Removing trees,Building,m2,1737.7130640507398
2025-11-02,Removing trees,Building,m2,863.0970557035695
2025-08-23,Removing trees,Building,m2,373.4787779014376
2025-08-16,Cement making,Building,m3,1233.2562710416694
2025-10-15,Pavement,Road,m2,2375.01331888168
2025-07-26,Foundation pouring,Building,m3,3715.454866035811
2025-05-31,Coat preparation,Road,L,840.2631360967877
2025-11-11,Pavement,Road,m2,814.3493414609604
2025-06-22,Terrain leveling,Building,m3,776.843072988913
2025-12-28,Cement making,Building,m3,183.672614612021
2025-12-07,Removing trees,Building,m2,1083.527061993478
2025-04-07,Terrain leveling,Building,m3,3332.167524998823
2025-07-12,Cement making,Building,m3,4070.2867381678866
2025-09-10,Terrain leveling,Building,m3,1279.6699326412186
2025-06-19,Pavement,Road,m2,1099.7633998703366
2025-07-19,Foundation pouring,Building,m3,4268.2320233873
2025-02-04,Subbase application,Road,m2,4320.553283030275
2025-07-04,Coat preparation,Road,L,2803.476014121325
2025-03-26,Removing trees,Building,m2,4090.8520858607235
2025-05-23,Foundation pouring,Building,m3,4162.050661135492
2025-09-20,Foundation pouring,Building,m3,3861.5849405857366
2025-08-24,Subbase application,Road,m2,1939.798919280576
2025-06-07,Ballast,Railway,m3,4787.282515957334
2025-02-14,Walling,Building,m2,729.1203294140191
2025-09-23,Anchorage,Railway,m2,4681.158989807301
2025-05-13,Iron mining,Railway,m3,3959.465748331938
2025-05-19,Walling,Building,m2,2632.9821262434584
2025-07-30,Coat preparation,Road,L,2777.754837764829
2025-12-04,Foundation pouring,Building,m3,4403.66662015131
2025-11-28,Removing trees,Building,m2,3410.956551814569
2025-06-30,Cement making,Building,m3,3822.689868803579
2025-07-25,Terrain leveling,Building,m3,175.6845025184195
2025-09-23,Ballast,Railway,m3,3801.4451123681197
2025-05-05,Laying steel rail,Railway,m,2473.389305683186
2025-09-13,Pavement,Road,m2,3179.879633150599
2025-12-19,Cement making,Building,m3,137.87995532802466
2025-12-11,Iron mining,Railway,m3,3621.98784457354
2025-02-22,Laying steel rail,Railway,m,4147.194050827339
2025-07-08,Foundation pouring,Building,m3,1829.0607453836722
2025-03-08,Rolling/Tractor,Road,m2,346.3138738243926
2025-02-19,Pavement,Road,m2,1843.5481444544866
2025-10-18,Ballast,Railway,m3,4682.347561839902
2025-11-03,Laying steel rail,Railway,m,4550.853546619643
2025-03-07,Foundation pouring,Building,m3,3870.3781020799
2025-02-23,Rolling/Tractor,Road,m2,1265.603700898198
2025-01-01,Terrain leveling,Building,m3,3086.425147066985
2025-09-27,Terrain leveling,Building,m3,1611.5569634644282
2025-07-18,Walling,Building,m2,4533.434991519785
2025-01-02,Subbase application,Road,m2,1603.3375576599535
2025-06-18,Coat preparation,Road,L,715.8547485863897
2025-01-02,Subbase application,Road,m2,3730.9951401579515
2025-06-15,Walling,Building,m2,4266.487118568738
2025-08-01,Foundation pouring,Building,m3,4986.741766144142
2025-02-16,Foundation pouring,Building,m3,833.6447863992785
2025-03-28,Removing trees,Building,m2,693.2537652057896
2025-11-03,Rolling/Tractor,Road,m2,1104.209030968341
2025-09-12,Removing trees,Building,m2,3965.1423945509077
2025-01-13,Removing trees,Building,m2,1615.4893293567502
2025-05-14,Ballast,Railway,m3,3914.481252333042
2025-11-29,Walling,Building,m2,2811.5906662469765
2025-05-17,Laying steel rail,Railway,m,1786.8915484528836
2025-01-29,Anchorage,Railway,m2,1403.534932894282
2025-02-15,Cement making,Building,m3,1060.256064569171
2025-06-30,Subbase application,Road,m2,1681.2027689073316
2025-09-28,Ballast,Railway,m3,861.6653811925107
2025-07-08,Iron mining,Railway,m3,2043.2292680119035
2025-11-26,Iron mining,Railway,m3,1552.0889356176033
2025-11-12,Iron mining,Railway,m3,811.5981610945466
2025-12-25,Pavement,Road,m2,1919.2545844396213
2025-05-16,Subbase application,Road,m2,4893.55234432684
2025-10-17,Walling,Building,m2,518.4477516760771
2025-04-04,Foundation pouring,Building,m3,1166.6260821439855
2025-01-12,Foundation pouring,Building,m3,3453.9284717699416
2025-07-15,Pavement,Road,m2,4574.564674559444
2025-12-06,Terrain leveling,Building,m3,430.26661330273055
2025-07-09,Walling,Building,m2,1923.438473303744
2025-05-23,Foundation pouring,Building,m3,3587.3972893571386
2025-12-15,Removing trees,Building,m2,2708.590009248711
2025-09-09,Foundation pouring,Building,m3,4314.218446438523
2025-03-08,Walling,Building,m2,4043.7303654005345
2025-07-05,Iron mining,Railway,m3,4496.095321243748
2025-02-15,Terrain leveling,Building,m3,2822.4818732202184
2025-01-08,Laying steel rail,Railway,m,2059.1016385128637
2025-08-23,Rolling/Tractor,Road,m2,3648.2610146777306
2025-05-09,Pavement,Road,m2,3029.9518045542563
2025-09-27,Pavement,Road,m2,3208.307380683621
2025-05-13,Coat preparation,Road,L,1921.5108458105517
2025-02-26,Anchorage,Railway,m2,2638.9608659738765
2025-08-21,Terrain leveling,Building,m3,100.01076168070055
2025-09-06,Removing trees,Building,m2,1888.4133294009837
2025-03-16,Subbase application,Road,m2,2896.5334067023277
2025-12-07,Walling,Building,m2,4095.9385245734857
2025-03-13,Coat preparation,Road,L,831.2074976337664
2025-12-27,Walling,Building,m2,1898.2231445126836
2025-11-05,Subbase application,Road,m2,147.53279621205928
2025-11-17,Subbase application,Road,m2,4278.4579631590395
2025-03-08,Foundation pouring,Building,m3,2364.305125131824
2025-02-26,Laying steel rail,Railway,m,886.2463261370207
2025-08-08,Ballast,Railway,m3,186.15023928635122
2025-03-08,Pavement,Road,m2,1579.464691753578
2025-10-30,Walling,Building,m2,1547.437651986407
2025-10-18,Cement making,Building,m3,1535.6633851743834
2025-08-10,Walling,Building,m2,4959.477123715514
2025-07-06,Cement making,Building,m3,522.4993842740549
2025-03-10,Subbase application,Road,m2,582.9045690332068
2025-07-20,Cement making,Building,m3,3535.4845657937626
2025-10-26,Ballast,Railway,m3,4435.918705498703
2025-06-16,Walling,Building,m2,847.840140666598
2025-12-18,Cement making,Building,m3,4988.804485393529
2025-11-07,Iron mining,Railway,m3,3771.6600415865537
2025-07-24,Iron mining,Railway,m3,684.5945083867749
2025-05-04,Ballast,Railway,m3,2911.479167546402
2025-03-19,Rolling/Tractor,Road,m2,4997.791931492901
2025-06-01,Walling,Building,m2,4069.656295396465
2025-10-11,Cement making,Building,m3,2815.1850529920544
2025-12-11,Ballast,Railway,m3,1016.0414468896566
2025-09-02,Walling,Building,m2,3746.6869226163035
2025-03-18,Walling,Building,m2,199.89218063842017
2025-12-11,Ballast,Railway,m3,1485.961057013182
2025-03-06,Rolling/Tractor,Road,m2,907.0148049050653
2025-02-15,Ballast,Railway,m3,3310.8616938781793
2025-11-10,Cement making,Building,m3,1956.0629451124478
2025-11-12,Removing trees,Building,m2,3997.2956633867534
2025-03-07,Subbase application,Road,m2,1500.6661514592429
2025-10-17,Iron mining,Railway,m3,2806.2740008938054
2025-11-18,Rolling/Tractor,Road,m2,1933.7649439072436
2025-01-21,Cement making,Building,m3,1266.2862703920553
2025-06-03,Cement making,Building,m3,3961.778412191286
2025-01-14,Walling,Building,m2,1419.713317296164
2025-03-22,Pavement,Road,m2,172.9614684730274
2025-07-23,Terrain leveling,Building,m3,1225.1779541705682
2025-08-28,Iron mining,Railway,m3,3519.848178053516
2025-11-26,Walling,Building,m2,3334.2687430497535
2025-05-12,Removing trees,Building,m2,3082.719477258595
2025-01-19,Laying steel rail,Railway,m,4402.103841723736
2025-11-24,Laying steel rail,Railway,m,901.6446636836545
2025-03-27,Iron mining,Railway,m3,1092.2261206001683
2025-07-12,Anchorage,Railway,m2,3040.2747836415783
2025-11-10,Laying steel rail,Railway,m,1627.2271902918712
2025-04-16,Rolling/Tractor,Road,m2,966.0362129704108
2025-09-11,Rolling/Tractor,Road,m2,3981.54466932509
2025-05-30,Coat preparation,Road,L,4748.867395133185
2025-06-17,Laying steel rail,Railway,m,960.6896039249124
2025-12-11,Cement making,Building,m3,1053.7489170119175
2025-02-20,Ballast,Railway,m3,3544.7591842037737
2025-04-21,Foundation pouring,Building,m3,849.9240631083999
2025-03-28,Walling,Building,m2,1060.8417071829924
2025-01-11,Foundation pouring,Building,m3,710.2306067046038
2025-01-30,Laying steel rail,Railway,m,4290.600862970351
2025-10-05,Pavement,Road,m2,2415.043349949605
2025-01-10,Ballast,Railway,m3,1302.050515269559
2025-05-15,Foundation pouring,Building,m3,2804.05016525321
2025-08-14,Subbase application,Road,m2,4138.821645256283
2025-05-11,Walling,Building,m2,4791.875818255613
2025-11-23,Subbase application,Road,m2,10.951151739464482
2025-08-23,Pavement,Road,m2,3646.2707237683776
2025-05-28,Anchorage,Railway,m2,1047.657350933101
2025-07-28,Pavement,Road,m2,845.3707857949344
2025-12-12,Coat preparation,Road,L,1218.3277718274371
2025-03-24,Cement making,Building,m3,1517.9922795379869
2025-04-19,Iron mining,Railway,m3,4661.054521528684
2025-08-24,Cement making,Building,m3,1921.9982339779124
2025-08-09,Foundation pouring,Building,m3,2320.8809507970323
2025-07-28,Pavement,Road,m2,4033.767964283313
2025-07-01,Foundation pouring,Building,m3,4669.235708845984
2025-09-07,Removing trees,Building,m2,1869.43239792289
2025-11-07,Removing trees,Building,m2,12.958569406855137
2025-08-08,Anchorage,Railway,m2,7.856279061314586
2025-07-23,Rolling/Tractor,Road,m2,901.3705844037373
2025-05-08,Ballast,Railway,m3,1167.820556619168
2025-05-09,Rolling/Tractor,Road,m2,4782.896905826999
2025-03-09,Coat preparation,Road,L,948.2769427813714
2025-06-22,Subbase application,Road,m2,3963.067731984857
2025-03-01,Terrain leveling,Building,m3,1671.1413830598603
2025-11-02,Rolling/Tractor,Road,m2,171.93986424193287
2025-10-05,Coat preparation,Road,L,980.3995877712873
2025-06-19,Anchorage,Railway,m2,4494.093902607084
2025-09-04,Walling,Building,m2,2618.289059088132
2025-07-23,Rolling/Tractor,Road,m2,1865.773980208539
2025-01-01,Coat preparation,Road,L,1897.2994144429617
2025-07-11,Pavement,Road,m2,3853.1775656902983
2025-07-25,Foundation pouring,Building,m3,453.4055608320553
2025-07-21,Pavement,Road,m2,3529.5376493027
2025-05-14,Coat preparation,Road,L,2148.373114732186
2025-10-17,Foundation pouring,Building,m3,4236.943900692343
2025-02-26,Ballast,Railway,m3,3593.612604102281
2025-09-14,Terrain leveling,Building,m3,1106.732544499221
2025-08-27,Coat preparation,Road,L,4910.714961579573
2025-02-19,Laying steel rail,Railway,m,1908.978460541324
2025-12-14,Foundation pouring,Building,m3,3599.679072956687
2025-02-27,Pavement,Road,m2,80.78639931987819
2025-09-07,Walling,Building,m2,939.513048756716
2025-10-30,Rolling/Tractor,Road,m2,3352.707304803526
2025-04-30,Removing trees,Building,m2,1241.2937508617379
2025-06-29,Ballast,Railway,m3,945.08603430364
2025-08-23,Iron mining,Railway,m3,1664.2307581614841
2025-05-28,Cement making,Building,m3,768.230924132009
2025-08-23,Pavement,Road,m2,4703.494224798159
2025-07-14,Pavement,Road,m2,1843.1208230452623
2025-12-18,Removing trees,Building,m2,1986.598390569458
