Date,Activity,Activity type,Unit,Amount planned
2025-01-13,Coat preparation,Road,L,2770.516389216216
2025-01-12,Walling,Building,m2,2103.355287039307
2025-01-28,Subbase application,Road,m2,1777.197524156855
2025-04-16,Walling,Building,m2,8.048010876141598
2025-03-26,Subbase application,Road,m2,3842.4607274694545
2025-09-27,Foundation pouring,Building,m3,326.1437052655286
2025-06-02,Laying steel rail,Railway,m,1218.4945449690083
2025-06-10,Iron mining,Railway,m3,1318.6515333835503
2025-12-26,Pavement,Road,m2,3500.235095251673
2025-11-23,Laying steel rail,Railway,m,716.6008332172386
2025-01-24,Coat preparation,Road,L,1697.9900492898896
2025-04-15,Anchorage,Railway,m2,3372.8683740393167
2025-10-04,Rolling/Tractor,Road,m2,3486.8893610322893
2025-01-30,Laying steel rail,Railway,m,4295.136072664292
2025-01-11,Coat preparation,Road,L,3268.4429057588072
2025-07-24,Foundation pouring,Building,m3,946.5375399603914
2025-02-17,Subbase application,Road,m2,4503.807084226686
2025-02-22,Cement making,Building,m3,4938.061887754685
2025-03-11,Ballast,Railway,m3,2061.1332183205554
2025-09-29,Laying steel rail,Railway,m,3640.242593243651
2025-01-24,Cement making,Building,m3,2815.449642223697
2025-03-08,Coat preparation,Road,L,526.8966615811987
2025-05-14,Anchorage,Railway,m2,2438.1882638267443
2025-09-05,Rolling/Tractor,Road,m2,1305.8849251275524
2025-07-20,Walling,Building,m2,688.3323947366604
2025-12-06,Terrain leveling,Building,m3,2775.6131674389617
2025-02-27,Foundation pouring,Building,m3,4776.2466489530625
2025-11-26,Rolling/Tractor,Road,m2,415.22439080287074
2025-11-19,Rolling/Tractor,Road,m2,2706.9293835409453
2025-05-06,Iron mining,Railway,m3,3624.473461821872
2025-09-24,Rolling/Tractor,Road,m2,3348.469910165857
2025-06-16,Terrain leveling,Building,m3,2288.815264875175
2025-01-16,Laying steel rail,Railway,m,1225.0186846589145
2025-09-09,Foundation pouring,Building,m3,2578.349263194133
2025-07-30,Terrain leveling,Building,m3,3347.1067068439693
2025-02-11,Laying steel rail,Railway,m,2077.394886943542
2025-03-20,Pavement,Road,m2,3395.5551432990414
2025-10-16,Foundation pouring,Building,m3,75.43498622144651
2025-04-23,Rolling/Tractor,Road,m2,1132.7629355066076
2025-01-29,Pavement,Road,m2,2080.1693362328897
2025-08-08,Foundation pouring,Building,m3,4375.473991037327
2025-11-01,Iron mining,Railway,m3,1899.0183319374344
2025-03-20,Iron mining,Railway,m3,2309.2216131430714
2025-07-02,Ballast,Railway,m3,4395.569431987717
2025-09-29,Foundation pouring,Building,m3,1423.901925949288
2025-07-07,Pavement,Road,m2,3790.4809137719053
2025-01-14,Walling,Building,m2,3204.106823255437
2025-05-04,Rolling/Tractor,Road,m2,1029.9353094945263
2025-05-11,Iron mining,Railway,m3,1703.0704537888114
2025-06-10,Terrain leveling,Building,m3,3785.9594235252275
2025-08-11,Walling,Building,m2,2785.8762728434185
2025-10-03,Foundation pouring,Building,m3,4438.220350992706
2025-09-24,Foundation pouring,Building,m3,2650.7971669524327
2025-03-10,Walling,Building,m2,2382.1054161674942
2025-08-23,Subbase application,Road,m2,3966.5768162199693
2025-07-18,Foundation pouring,Building,m3,3038.188262085542
2025-11-05,Subbase application,Road,m2,2821.7229112653945
2025-08-31,Rolling/Tractor,Road,m2,2438.139290301552
2025-09-01,Anchorage,Railway,m2,627.4898239347243
2025-11-14,Subbase application,Road,m2,4525.707820859614
2025-04-28,Walling,Building,m2,3091.559306021857
2025-03-17,Laying steel rail,Railway,m,1741.9043679816198
2025-06-26,Iron mining,Railway,m3,4561.238943012919
2025-03-12,Foundation pouring,Building,m3,4823.6369314354015
2025-01-07,Walling,Building,m2,3084.425251250895
2025-03-19,Terrain leveling,Building,m3,1406.8794044881615
2025-12-26,Rolling/Tractor,Road,m2,4849.129745544798
2025-02-20,Iron mining,Railway,m3,2220.414545815795
2025-10-16,Removing trees,Building,m2,617.9182002186301
2025-02-15,Cement making,Building,m3,2725.1222041692595
2025-02-18,Subbase application,Road,m2,986.433929989935
2025-11-26,Laying steel rail,Railway,m,4696.869097989457
2025-05-06,Ballast,Railway,m3,2863.8892822427447
2025-02-17,Cement making,Building,m3,3777.869813240087
2025-01-18,Cement making,Building,m3,331.0270524322989
2025-11-22,Cement making,Building,m3,3600.8762650183317
2025-04-18,Anchorage,Railway,m2,1794.9585375306442
2025-01-16,Subbase application,Road,m2,1.0307799482955904
2025-12-21,Ballast,Railway,m3,182.2343491334144
2025-03-02,Terrain leveling,Building,m3,3709.3911059406614
2025-12-11,Pavement,Road,m2,3327.6293438740545
2025-09-26,Rolling/Tractor,Road,m2,17.062381997855482
2025-07-18,Iron mining,Railway,m3,4996.934886646391
2025-09-22,Subbase application,Road,m2,3316.0031993901803
2025-01-12,Removing trees,Building,m2,4382.430931967367
2025-09-24,Foundation pouring,Building,m3,4377.734394878964
2025-03-27,Pavement,Road,m2,4918.916539700122
2025-09-17,Cement making,Building,m3,3299.5542911730363
2025-08-05,Anchorage,Railway,m2,4859.8361174749
2025-06-28,Anchorage,Railway,m2,414.0361444055879
2025-07-06,Removing trees,Building,m2,2935.175667015971
2025-02-01,Iron mining,Railway,m3,1165.4849557238117
2025-12-13,Terrain leveling,Building,m3,2277.775101804962
2025-07-31,Pavement,Road,m2,1159.9953851045032
2025-01-27,Coat preparation,Road,L,4579.293106907859
2025-09-21,Subbase application,Road,m2,4806.462371134039
2025-12-16,Rolling/Tractor,Road,m2,532.383861456282
2025-01-03,Pavement,Road,m2,306.43092295770555
2025-12-07,Removing trees,Building,m2,1177.2201131124405
2025-08-08,Ballast,Railway,m3,1202.4738834052716
2025-06-09,Laying steel rail,Railway,m,928.1971670572275
2025-07-22,Subbase application,Road,m2,3348.6730672147746
2025-10-19,Rolling/Tractor,Road,m2,174.74913735386343
2025-02-10,Anchorage,Railway,m2,2472.9534229445167
2025-08-03,Anchorage,Railway,m2,3277.315389332512
2025-09-02,Terrain leveling,Building,m3,2519.0404112744363
2025-01-30,Iron mining,Railway,m3,4098.641106427378
2025-07-20,Pavement,Road,m2,604.6395880580202
2025-06-24,Walling,Building,m2,2489.1469951761087
2025-11-06,Iron mining,Railway,m3,4740.370400443045
2025-05-12,Foundation pouring,Building,m3,3184.825662013085
2025-07-23,Cement making,Building,m3,2808.7506907278807
2025-05-04,Anchorage,Railway,m2,1663.1464446151779
2025-06-29,Anchorage,Railway,m2,2701.160472386919
2025-09-24,Terrain leveling,Building,m3,657.287456295555
2025-02-28,Coat preparation,Road,L,1809.6888896543046
2025-05-22,Laying steel rail,Railway,m,1256.537593804326
2025-11-26,Terrain leveling,Building,m3,4235.881560439628
2025-06-28,Cement making,Building,m3,4060.1939162909507
2025-03-01,Anchorage,Railway,m2,4434.875438685297
2025-04-29,Removing trees,Building,m2,427.3362863389313
2025-01-25,Subbase application,Road,m2,4495.785222289516
2025-01-01,Laying steel rail,Railway,m,933.520049016911
2025-10-28,Pavement,Road,m2,2661.445009727626
2025-01-24,Removing trees,Building,m2,1150.0508777090756
2025-11-26,Pavement,Road,m2,3916.0348285854798
2025-05-11,Ballast,Railway,m3,2478.8650083129664
2025-09-27,Walling,Building,m2,3780.415606610751
2025-08-21,Cement making,Building,m3,3167.2651336238782
2025-11-24,Subbase application,Road,m2,2724.244753242066
2025-06-17,Walling,Building,m2,4687.355782984044
2025-05-30,Rolling/Tractor,Road,m2,562.5792694056614
2025-03-29,Ballast,Railway,m3,3274.873857628977
2025-01-12,Rolling/Tractor,Road,m2,4693.524623388807
2025-07-05,Iron mining,Railway,m3,2695.47731557996
2025-03-20,Coat preparation,Road,L,3252.74419217796
2025-04-19,Subbase application,Road,m2,842.0645752296557
2025-06-29,Pavement,Road,m2,4019.8793385067816
2025-10-07,Cement making,Building,m3,897.3602408998177
2025-01-30,Coat preparation,Road,L,2880.089865208167
2025-05-19,Ballast,Railway,m3,2839.2085723348546
2025-12-22,Pavement,Road,m2,4599.325401547128
2025-06-08,Laying steel rail,Railway,m,3573.5078230461336
2025-08-21,Coat preparation,Road,L,4752.281377463303
2025-04-06,Terrain leveling,Building,m3,987.6432688866088
2025-10-08,Walling,Building,m2,594.3420731044696
2025-12-29,Iron mining,Railway,m3,3496.1363272838908
2025-06-26,Iron mining,Railway,m3,2099.62029652407
2025-01-16,Rolling/Tractor,Road,m2,954.9002214184699
2025-08-11,Walling,Building,m2,1012.281814011407
2025-02-12,Ballast,Railway,m3,4140.247524827474
2025-09-27,Pavement,Road,m2,2652.8933927141716
2025-06-21,Foundation pouring,Building,m3,3797.2525834959324
2025-11-26,Anchorage,Railway,m2,4070.1251275508903
2025-05-03,Ballast,Railway,m3,4767.250083123081
2025-03-16,Coat preparation,Road,L,474.71257050582193
2025-11-26,Rolling/Tractor,Road,m2,3098.52573977559
2025-09-09,Ballast,Railway,m3,4390.469446509524
2025-04-18,Pavement,Road,m2,1754.3885554608858
2025-02-01,Rolling/Tractor,Road,m2,1619.0229916436845
2025-03-14,Ballast,Railway,m3,2469.935291295163
2025-08-03,Pavement,Road,m2,2562.903022021178
2025-12-05,Foundation pouring,Building,m3,4118.438186402456
2025-09-11,Subbase application,Road,m2,167.08787005392412
2025-10-31,Subbase application,Road,m2,2260.288351631706
2025-01-26,Pavement,Road,m2,2312.91900249668
2025-06-04,Anchorage,Railway,m2,1226.0637317151502
2025-03-16,Removing trees,Building,m2,880.6436744443813
2025-03-20,Subbase application,Road,m2,1479.201255275719
2025-04-01,Anchorage,Railway,m2,447.28634701667215
2025-12-17,Foundation pouring,Building,m3,1195.9412933514168
2025-04-10,Rolling/Tractor,Road,m2,1124.0485812838974
2025-08-01,Terrain leveling,Building,m3,1058.060903870331
2025-10-28,Anchorage,Railway,m2,3890.2980717254813
2025-06-16,Ballast,Railway,m3,4479.183749435385
2025-04-20,Subbase application,Road,m2,2837.1336876418563
2025-07-10,Subbase application,Road,m2,2664.2741502714534
2025-10-22,Terrain leveling,Building,m3,1489.5795987524145
2025-04-18,Removing trees,Building,m2,3554.806276278408
2025-10-05,Iron mining,Railway,m3,189.09641505828301
2025-01-27,Ballast,Railway,m3,3343.9216911199333
2025-03-07,Iron mining,Railway,m3,853.1436031736267
2025-12-22,Foundation pouring,Building,m3,1595.916031930455
2025-05-29,Removing trees,Building,m2,111.16078214093884
2025-09-15,Terrain leveling,Building,m3,296.25267871718154
2025-01-04,Pavement,Road,m2,2281.137933697079
2025-03-23,Anchorage,Railway,m2,350.0017735988842
2025-11-26,Anchorage,Railway,m2,1191.8587680894966
2025-05-04,Ballast,Railway,m3,2080.526727199443
2025-03-06,Cement making,Building,m3,2876.2409764083827
2025-04-25,Subbase application,Road,m2,333.1477549231188
2025-01-22,Ballast,Railway,m3,1423.6740193557046
2025-02-07,Cement making,Building,m3,2521.5299097142074
2025-04-26,Subbase application,Road,m2,4155.915132126158
2025-03-21,Subbase application,Road,m2,4763.1899961714425
2025-08-31,Foundation pouring,Building,m3,2013.4181699548321
2025-08-03,Laying steel rail,Railway,m,1514.6623616428978
2025-07-07,Walling,Building,m2,947.7396236290131
2025-08-19,Terrain leveling,Building,m3,2450.777603365883
2025-11-14,Pavement,Road,m2,2911.094836121729
2025-05-04,Removing trees,Building,m2,2834.814761195364
2025-12-26,Coat preparation,Road,L,3025.797165338261
2025-09-01,Subbase application,Road,m2,4129.999689834471
2025-12-22,Pavement,Road,m2,873.1390104391013
2025-12-05,Rolling/Tractor,Road,m2,2925.3216371096114
2025-12-13,Anchorage,Railway,m2,3841.6030708702074
2025-03-12,Terrain leveling,Building,m3,1441.6803870171818
2025-08-17,Removing trees,Building,m2,2755.8016093721926
2025-01-10,Ballast,Railway,m3,1484.0994400910984
2025-11-03,Subbase application,Road,m2,2817.315928822424
2025-01-02,Cement making,Building,m3,2982.642862982127
2025-08-15,Removing trees,Building,m2,333.0833015552659
2025-09-23,Walling,Building,m2,4473.648398159152
2025-03-15,Iron mining,Railway,m3,4001.984356436059
2025-03-12,Ballast,Railway,m3,2503.186872159593
2025-09-13,Coat preparation,Road,L,3251.0014586452817
2025-07-17,Anchorage,Railway,m2,2959.9161524839706
2025-09-22,Anchorage,Railway,m2,4443.335114587582
2025-09-11,Walling,Building,m2,472.7193967610138
2025-03-28,Iron mining,Railway,m3,3766.111643062396
2025-09-05,Coat preparation,Road,L,1932.0929569794432
2025-04-02,Anchorage,Railway,m2,398.12137953926793
2025-12-16,Laying steel rail,Railway,m,1839.924707241124
2025-12-14,Coat preparation,Road,L,671.0826705877259
2025-04-05,Iron mining,Railway,m3,1971.2273829408239
2025-10-23,Walling,Building,m2,3493.3037907704934
2025-02-04,Pavement,Road,m2,4889.054046624421
2025-09-07,Subbase application,Road,m2,283.7614066016353
2025-01-10,Cement making,Building,m3,3320.1226932479176
2025-06-27,Removing trees,Building,m2,2158.346676240899
2025-05-11,Foundation pouring,Building,m3,3637.861719487113
2025-06-14,Rolling/Tractor,Road,m2,4568.54286187931
2025-08-21,Coat preparation,Road,L,1560.2931667687114
2025-02-25,Removing trees,Building,m2,1075.6701460210122
2025-01-01,Rolling/Tractor,Road,m2,4235.40805292746
2025-04-09,Ballast,Railway,m3,369.9970779237155
2025-07-04,Walling,Building,m2,1723.831803495981
2025-02-08,Laying steel rail,Railway,m,3041.8039777441054
2025-09-04,Laying steel rail,Railway,m,4299.397273999257
2025-08-03,Ballast,Railway,m3,4368.584215833562
2025-01-13,Rolling/Tractor,Road,m2,3258.858872072876
2025-02-24,Foundation pouring,Building,m3,3496.0499609526046
2025-06-18,Pavement,Road,m2,3082.910726116704
2025-06-27,Removing trees,Building,m2,716.9248095815911
2025-12-26,Rolling/Tractor,Road,m2,1826.7933908921896
2025-08-19,Anchorage,Railway,m2,3056.4663089074584
2025-06-09,Walling,Building,m2,4779.344648769935
2025-07-04,Removing trees,Building,m2,2382.471914927813
2025-02-21,Laying steel rail,Railway,m,438.007846685432
2025-11-22,Walling,Building,m2,2704.74289745636
2025-04-04,Subbase application,Road,m2,2162.053633979625
2025-05-18,Removing trees,Building,m2,3008.5676509307723
2025-11-03,Cement making,Building,m3,1929.4984460905296
2025-08-04,Subbase application,Road,m2,4782.049434894514
2025-10-08,Cement making,Building,m3,3111.6483662419205
2025-11-17,Cement making,Building,m3,3610.7480358404264
2025-06-07,Terrain leveling,Building,m3,2254.0224095901644
2025-06-29,Foundation pouring,Building,m3,697.1906838786579
2025-11-30,Walling,Building,m2,3409.0916761732296
2025-08-06,Terrain leveling,Building,m3,2648.7920549477003
2025-07-06,Removing trees,Building,m2,4484.724649288889
2025-08-12,Walling,Building,m2,3206.4138119504314
2025-05-18,Rolling/Tractor,Road,m2,466.67969561195343
2025-06-17,Iron mining,Railway,m3,3957.395650890963
2025-01-07,Coat preparation,Road,L,1842.5965360836844
2025-10-26,Walling,Building,m2,2300.9715162065386
2025-06-02,Subbase application,Road,m2,4431.694455808156
2025-10-23,Iron mining,Railway,m3,4679.482314973259
2025-11-18,Ballast,Railway,m3,4426.179357879584
2025-07-04,Cement making,Building,m3,4134.048663957752
2025-03-30,Walling,Building,m2,328.95489980762306
2025-12-06,Ballast,Railway,m3,4726.045812243015
2025-09-21,Pavement,Road,m2,3663.7450946557874
2025-05-22,Pavement,Road,m2,2032.922927868689
2025-10-11,Terrain leveling,Building,m3,2608.6923450663435
2025-01-08,Subbase application,Road,m2,385.05386616790815
2025-05-08,Cement making,Building,m3,817.7598961015448
2025-02-21,Walling,Building,m2,2475.2329426369906
2025-07-13,Ballast,Railway,m3,1635.119553094741
2025-01-04,Cement making,Building,m3,2519.3219019951744
2025-06-10,Walling,Building,m2,1149.7513829544282
2025-03-22,Rolling/Tractor,Road,m2,1959.988975665115
2025-03-15,Ballast,Railway,m3,288.7596488001559
2025-11-23,Iron mining,Railway,m3,4329.402440061636
2025-09-09,Subbase application,Road,m2,3600.7756973405512
2025-02-06,Anchorage,Railway,m2,2974.46638326221
2025-06-03,Laying steel rail,Railway,m,2962.042944451112
2025-10-16,Removing trees,Building,m2,4912.415253865642
2025-11-24,Terrain leveling,Building,m3,2058.4989011523226
2025-11-23,Subbase application,Road,m2,3747.382765087623
2025-07-16,Pavement,Road,m2,3802.880939471708
2025-04-24,Rolling/Tractor,Road,m2,2821.379150168465
2025-03-15,Walling,Building,m2,3466.475378234212
2025-06-30,Iron mining,Railway,m3,2186.763364847563
2025-10-01,Anchorage,Railway,m2,1104.8652593645309
2025-10-28,Laying steel rail,Railway,m,3521.985225744345
2025-07-07,Terrain leveling,Building,m3,184.53056294382986
2025-03-24,Laying steel rail,Railway,m,4327.661466395764
2025-03-20,Coat preparation,Road,L,255.44099297640565
2025-07-12,Coat preparation,Road,L,1054.888981336441
2025-08-19,Ballast,Railway,m3,4131.222587422907
2025-05-22,Subbase application,Road,m2,1760.405506136904
2025-10-01,Iron mining,Railway,m3,3634.8430825599294
2025-05-25,Ballast,Railway,m3,2341.477591565183
2025-12-10,Ballast,Railway,m3,3330.1772964284964
2025-02-26,Iron mining,Railway,m3,874.3039133878128
2025-11-06,Terrain leveling,Building,m3,2308.7859260784853
2025-10-30,Laying steel rail,Railway,m,2419.7031705847726
2025-11-25,Laying steel rail,Railway,m,2541.665011955025
2025-09-09,Walling,Building,m2,4334.7447750298625
2025-04-02,Walling,Building,m2,1276.8358025548043
2025-12-16,Walling,Building,m2,463.95566111804675
2025-06-18,Rolling/Tractor,Road,m2,3689.102550618279
2025-11-21,Coat preparation,Road,L,2013.387824472716
2025-04-01,Ballast,Railway,m3,2426.095927749658
2025-07-16,Removing trees,Building,m2,4729.081424730036
2025-09-03,Iron mining,Railway,m3,3787.239601876718
2025-07-13,Cement making,Building,m3,4611.651664419079
2025-02-08,Rolling/Tractor,Road,m2,2196.276113614954
2025-10-17,Subbase application,Road,m2,4563.536617895824
2025-05-03,Cement making,Building,m3,3044.604399054509
2025-05-16,Cement making,Building,m3,3456.9579673283724
2025-06-25,Walling,Building,m2,4287.415210734778
2025-08-18,Rolling/Tractor,Road,m2,4360.296734980174
2025-03-14,Subbase application,Road,m2,3747.357390186143
2025-06-07,Walling,Building,m2,4409.202633510696
2025-09-30,Subbase application,Road,m2,1535.4702880005982
2025-03-29,Terrain leveling,Building,m3,2756.5280423895965
2025-10-14,Iron mining,Railway,m3,1435.0195583503412
2025-06-28,Cement making,Building,m3,2491.6804068541437
2025-03-28,Rolling/Tractor,Road,m2,343.6821460859513
2025-06-24,Terrain leveling,Building,m3,554.1569084059828
2025-01-16,Walling,Building,m2,3750.613315615305
2025-10-08,Pavement,Road,m2,1756.1993186931213
2025-02-19,Foundation pouring,Building,m3,789.0698867058999
2025-02-07,Rolling/Tractor,Road,m2,2713.3582657672196
2025-03-30,Removing trees,Building,m2,4188.574328653115
2025-10-13,Rolling/Tractor,Road,m2,2006.3760576009959
2025-08-30,Removing trees,Building,m2,723.6047972070742
2025-06-10,Walling,Building,m2,3369.616209768155
2025-08-17,Removing trees,Building,m2,2773.362749038815
